mondo,pathways
MONDO:0008895,hsa00230;hsa00240;hsa00760;hsa01100
MONDO:0007557,hsa04974
MONDO:0007556,
MONDO:0008887,hsa02010;hsa04024;hsa04152;hsa04530;hsa04971;hsa04972;hsa04976;hsa05110
MONDO:0008887,hsa04742;hsa04960
MONDO:0007551,hsa04151;hsa04510;hsa04512;hsa04810;hsa05165;hsa05410;hsa05412;hsa05414
MONDO:0007551,
MONDO:0007551,hsa04915;hsa05150
MONDO:0007550,
MONDO:0007550,hsa04915;hsa05150
MONDO:0008885,
MONDO:0007552,hsa04974
MONDO:0007555,
MONDO:0007554,
MONDO:0007554,hsa04915;hsa05150
MONDO:0008834,hsa04658;hsa04659;hsa05321
MONDO:0008834,hsa04024;hsa04080;hsa04750;hsa04924;hsa05163;hsa05200
MONDO:0008832,hsa04060
MONDO:0008833,
MONDO:0007508,hsa05206
MONDO:0007507,hsa04550
MONDO:0008830,hsa00511;hsa04142
MONDO:0008823,
MONDO:0008822,
MONDO:0008827,
MONDO:0008828,
MONDO:0008818,
MONDO:0008856,hsa04060;hsa04066;hsa04217;hsa04380;hsa04630;hsa04650;hsa04658;hsa04659;hsa05140;hsa05142;hsa05145;hsa05152;hsa05164;hsa05167;hsa05168;hsa05200;hsa05235;hsa05321
MONDO:0007524,hsa04611;hsa04926;hsa04933;hsa04974;hsa05146;hsa05415
MONDO:0008854,
MONDO:0008854,
MONDO:0008854,
MONDO:0007525,hsa04151;hsa04510;hsa04512;hsa04611;hsa04926;hsa04933;hsa04974;hsa05146;hsa05165;hsa05205;hsa05415
MONDO:0008855,hsa04612;hsa05145;hsa05152;hsa05164;hsa05340
MONDO:0008855,hsa04612;hsa05152;hsa05340
MONDO:0008855,hsa04612;hsa05152;hsa05340
MONDO:0008855,hsa04612;hsa05152;hsa05340
MONDO:0008858,hsa05017
MONDO:0008852,
MONDO:0008853,hsa05205
MONDO:0007522,hsa04974
MONDO:0008846,hsa04066;hsa04216;hsa04978
MONDO:0007514,hsa04350
MONDO:0008847,
MONDO:0008842,
MONDO:0008840,hsa01524;hsa03440;hsa04064;hsa04068;hsa04110;hsa04115;hsa04210;hsa04218;hsa05131;hsa05165;hsa05166;hsa05170;hsa05202;hsa05206
MONDO:0007510,
MONDO:0007509,hsa04060;hsa04064
MONDO:0007509,hsa04064
MONDO:0007494,
MONDO:0020495,
MONDO:0007493,hsa04145;hsa04540;hsa05010;hsa05012;hsa05014;hsa05016;hsa05020;hsa05022;hsa05130;hsa05132
MONDO:0007496,hsa04022;hsa04024;hsa04260;hsa04261;hsa04911;hsa04918;hsa04919;hsa04925;hsa04960;hsa04961;hsa04964;hsa04970;hsa04971;hsa04972;hsa04973;hsa04974;hsa04976;hsa04978
MONDO:0007495,hsa00790;hsa01100;hsa01240
MONDO:0007492,
MONDO:0019475,
MONDO:0008799,
MONDO:0008799,hsa04390;hsa04550
MONDO:0008791,
MONDO:0008798,hsa04310
MONDO:0008795,hsa04020;hsa04022;hsa04070;hsa04114;hsa04140;hsa04210;hsa04218;hsa04270;hsa04371;hsa04540;hsa04611;hsa04621;hsa04625;hsa04713;hsa04720;hsa04723;hsa04724;hsa04725;hsa04726;hsa04728;hsa04730;hsa04750;hsa04912;hsa04915;hsa04918;hsa04921;hsa04922;hsa04924;hsa04925;hsa04927;hsa04928;hsa04929;hsa04934;hsa04935;hsa04970;hsa04971;hsa04972;hsa05010;hsa05012;hsa05016;hsa05017;hsa05020;hsa05022;hsa05131;hsa05163;hsa05167;hsa05170;hsa05205;hsa05417
MONDO:0008788,
MONDO:0007450,hsa04072;hsa04080;hsa04270;hsa04962
MONDO:0008783,hsa02010;hsa04975;hsa04979;hsa05417
MONDO:0007452,hsa04152;hsa04950
MONDO:0008780,hsa05014;hsa05022
MONDO:0007451,hsa04962
MONDO:0007454,hsa04010;hsa04014;hsa04015;hsa04022;hsa04066;hsa04068;hsa04072;hsa04114;hsa04140;hsa04150;hsa04151;hsa04152;hsa04211;hsa04213;hsa04810;hsa04910;hsa04911;hsa04913;hsa04914;hsa04917;hsa04923;hsa04930;hsa04931;hsa04932;hsa04940;hsa04950;hsa04960;hsa05010;hsa05215;hsa05415
MONDO:0008787,hsa04142;hsa04216;hsa04978;hsa05010;hsa05012
MONDO:0007453,hsa00010;hsa00052;hsa00500;hsa00520;hsa00524;hsa01100;hsa01200;hsa01250;hsa04910;hsa04911;hsa04917;hsa04922;hsa04930;hsa04950;hsa05230
MONDO:0008785,
MONDO:0007455,
MONDO:0007455,
MONDO:0007455,hsa01521;hsa01522;hsa01524;hsa04010;hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04071;hsa04072;hsa04140;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04218;hsa04261;hsa04370;hsa04371;hsa04380;hsa04510;hsa04550;hsa04611;hsa04613;hsa04620;hsa04625;hsa04630;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04722;hsa04725;hsa04728;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04920;hsa04922;hsa04923;hsa04926;hsa04929;hsa04931;hsa04932;hsa04933;hsa04935;hsa04936;hsa04973;hsa05010;hsa05017;hsa05131;hsa05132;hsa05135;hsa05142;hsa05145;hsa05152;hsa05160;hsa05161;hsa05162;hsa05163;hsa05164;hsa05165;hsa05166;hsa05167;hsa05168;hsa05169;hsa05170;hsa05200;hsa05205;hsa05207;hsa05208;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235;hsa05415;hsa05417;hsa05418
MONDO:0007455,hsa00010;hsa00052;hsa00500;hsa00520;hsa00524;hsa01100;hsa01200;hsa01250;hsa04910;hsa04911;hsa04917;hsa04922;hsa04930;hsa04950;hsa05230
MONDO:0007455,hsa00564
MONDO:0007455,
MONDO:0007455,hsa04152;hsa04950
MONDO:0007455,hsa01521;hsa01523;hsa04060;hsa04061;hsa04066;hsa04068;hsa04151;hsa04218;hsa04620;hsa04621;hsa04623;hsa04625;hsa04630;hsa04640;hsa04657;hsa04659;hsa04668;hsa04672;hsa04931;hsa04932;hsa04933;hsa04936;hsa05010;hsa05020;hsa05022;hsa05130;hsa05132;hsa05133;hsa05134;hsa05135;hsa05142;hsa05143;hsa05144;hsa05146;hsa05152;hsa05161;hsa05162;hsa05163;hsa05164;hsa05166;hsa05167;hsa05168;hsa05169;hsa05171;hsa05200;hsa05202;hsa05321;hsa05323;hsa05332;hsa05410;hsa05417
MONDO:0007455,hsa04911;hsa04930;hsa04950
MONDO:0007455,hsa04022;hsa04068;hsa04140;hsa04150;hsa04151;hsa04152;hsa04211;hsa04213;hsa04722;hsa04910;hsa04920;hsa04923;hsa04930;hsa04931;hsa04932;hsa04935;hsa04960;hsa05010;hsa05206;hsa05415
MONDO:0007455,hsa04911;hsa04929;hsa04930
MONDO:0007455,hsa00561;hsa01100;hsa04979
MONDO:0007455,hsa04080;hsa04713
MONDO:0007455,hsa04950
MONDO:0007455,hsa04950
MONDO:0007455,hsa00230;hsa00240;hsa00500;hsa00740;hsa00760;hsa00770;hsa01100
MONDO:0007455,hsa03320;hsa04152;hsa04211;hsa04380;hsa04714;hsa04932;hsa05016;hsa05200;hsa05202;hsa05216;hsa05417
MONDO:0007455,hsa04910;hsa04931
MONDO:0007455,
MONDO:0007455,hsa04520;hsa04910;hsa04931;hsa05208
MONDO:0007455,hsa04911;hsa04917;hsa04922;hsa04930;hsa04931;hsa04950;hsa04973;hsa05230
MONDO:0007455,hsa02010;hsa04911;hsa04930
MONDO:0007455,hsa04950
MONDO:0007455,hsa04950
MONDO:0007455,hsa04310;hsa04390;hsa04520;hsa04916;hsa04934;hsa04936;hsa05132;hsa05165;hsa05167;hsa05200;hsa05210;hsa05213;hsa05215;hsa05216;hsa05217;hsa05221;hsa05224;hsa05225;hsa05226;hsa05412
MONDO:0007455,hsa04141
MONDO:0007455,hsa04022;hsa04068;hsa04140;hsa04152;hsa04211;hsa04213;hsa04910;hsa04920;hsa04923;hsa04930;hsa04931;hsa04932;hsa04935;hsa05010;hsa05206
MONDO:0007455,hsa04010
MONDO:0007483,hsa04623;hsa05162;hsa05164;hsa05171
MONDO:0007485,
MONDO:0007485,hsa05200;hsa05225;hsa05226
MONDO:0007485,hsa05165;hsa05166;hsa05200;hsa05225;hsa05226
MONDO:0007487,
MONDO:0007488,hsa00511;hsa00600;hsa01100;hsa04142
MONDO:0007488,
MONDO:0007488,hsa05010;hsa05012;hsa05022
MONDO:0007481,
MONDO:0007472,hsa04610;hsa05150
MONDO:0007471,
MONDO:0007478,
MONDO:0007470,hsa00600;hsa01100;hsa04071
MONDO:0032485,hsa04919
MONDO:0008757,
MONDO:0008758,
MONDO:0007424,hsa04510;hsa04810;hsa04933;hsa05131
MONDO:0007429,hsa05017
MONDO:0008759,hsa00020;hsa01100;hsa01200
MONDO:0008753,hsa00350;hsa01100
MONDO:0007420,hsa00190;hsa01100;hsa04145;hsa04150;hsa04721;hsa04966;hsa05110;hsa05120;hsa05165;hsa05323
MONDO:0008751,hsa00140;hsa01100;hsa04925
MONDO:0007422,
MONDO:0008752,hsa04630
MONDO:0008746,hsa04080;hsa04916
MONDO:0008746,
MONDO:0008747,hsa00350;hsa01100;hsa04916
MONDO:0007415,
MONDO:0008745,hsa00350;hsa01100;hsa04916
MONDO:0007417,hsa04020;hsa04022;hsa04024;hsa04260;hsa04261;hsa04919;hsa04972;hsa05010;hsa05017;hsa05022;hsa05410;hsa05412;hsa05414;hsa05415
MONDO:0008748,
MONDO:0007410,hsa04512
MONDO:0007412,hsa01521;hsa04010;hsa04014;hsa04015;hsa04020;hsa04144;hsa04151;hsa04550;hsa04810;hsa05200;hsa05215;hsa05226;hsa05230
MONDO:0008740,
MONDO:0007411,hsa04974
MONDO:0007447,
MONDO:0008777,
MONDO:0008771,
MONDO:0008772,
MONDO:0007441,hsa04512
MONDO:0008770,
MONDO:0007442,hsa04512
MONDO:0007445,hsa04915;hsa05150
MONDO:0008774,hsa00310;hsa00380;hsa01100
MONDO:0007436,
MONDO:0008768,
MONDO:0008769,hsa04142
MONDO:0007435,
MONDO:0007437,hsa04512
MONDO:0008767,hsa04142
MONDO:0008760,hsa00071;hsa00280;hsa00310;hsa00380;hsa00620;hsa00630;hsa00650;hsa00900;hsa01100;hsa01200;hsa01212;hsa04975
MONDO:0008764,hsa00230;hsa01100;hsa04740;hsa04744
MONDO:0008765,hsa00830;hsa01100
MONDO:0007434,hsa04080;hsa04928;hsa04961
MONDO:0008762,hsa04151;hsa04510;hsa04512;hsa04926;hsa04933;hsa04974;hsa05146;hsa05165;hsa05200;hsa05222
MONDO:0008762,hsa04151;hsa04510;hsa04512;hsa04926;hsa04933;hsa04974;hsa05146;hsa05165;hsa05200;hsa05222
MONDO:0008763,
MONDO:0019407,
MONDO:0008713,hsa04978;hsa05010;hsa05012
MONDO:0008717,hsa04060;hsa04350;hsa04390
MONDO:0008710,
MONDO:0008708,hsa04340;hsa05200;hsa05217
MONDO:0008702,hsa04151;hsa04510;hsa04512;hsa04974;hsa05165
MONDO:0008703,hsa04060;hsa04350;hsa04390
MONDO:0008700,
MONDO:0008701,
MONDO:0008705,hsa00740;hsa01100;hsa04142
MONDO:0007403,hsa04145;hsa04514;hsa04612;hsa04640;hsa04658;hsa04659;hsa04672;hsa04940;hsa05140;hsa05145;hsa05150;hsa05152;hsa05164;hsa05166;hsa05168;hsa05169;hsa05310;hsa05320;hsa05321;hsa05322;hsa05323;hsa05330;hsa05332;hsa05416
MONDO:0007403,hsa04216;hsa05020;hsa05022
MONDO:0008736,hsa04146
MONDO:0007402,hsa04144;hsa04510;hsa05020;hsa05100;hsa05205;hsa05418
MONDO:0007405,hsa01521;hsa04010;hsa04014;hsa04015;hsa04020;hsa04144;hsa04151;hsa04550;hsa04810;hsa05200;hsa05215;hsa05226;hsa05230
MONDO:0008734,hsa01522;hsa01524;hsa04010;hsa04071;hsa04110;hsa04115;hsa04137;hsa04151;hsa04210;hsa04211;hsa04216;hsa04218;hsa04310;hsa04722;hsa04919;hsa05012;hsa05014;hsa05016;hsa05131;hsa05160;hsa05161;hsa05162;hsa05163;hsa05165;hsa05166;hsa05167;hsa05168;hsa05169;hsa05200;hsa05202;hsa05203;hsa05205;hsa05206;hsa05210;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05217;hsa05218;hsa05219;hsa05220;hsa05222;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05417;hsa05418
MONDO:0008737,hsa04610;hsa04611;hsa04613;hsa05171
MONDO:0008737,hsa04610;hsa04611;hsa04613;hsa05171
MONDO:0008737,hsa04610;hsa04611;hsa04613;hsa05150;hsa05171
MONDO:0007400,hsa04010;hsa04014;hsa04015;hsa04020;hsa04151;hsa04520;hsa04550;hsa04714;hsa04810;hsa04928;hsa05200;hsa05205;hsa05215;hsa05218;hsa05224;hsa05230
MONDO:0007400,hsa01521;hsa04010;hsa04014;hsa04015;hsa04020;hsa04144;hsa04151;hsa04550;hsa04810;hsa05200;hsa05215;hsa05226;hsa05230
MONDO:0008730,hsa00140;hsa01100;hsa04913;hsa04917;hsa04927;hsa04934
MONDO:0008725,hsa04913;hsa04925;hsa04927;hsa04934;hsa04979
MONDO:0008722,hsa00071;hsa00280;hsa00410;hsa00640;hsa00650;hsa01100;hsa01200;hsa01212
MONDO:0008723,hsa00071;hsa01100;hsa01212;hsa04936
MONDO:0008728,hsa00140;hsa01100;hsa04925;hsa04927;hsa04934
MONDO:0008729,hsa00140;hsa01100;hsa04927;hsa04934
MONDO:0008726,
MONDO:0008727,hsa00140;hsa01100;hsa04913;hsa04925;hsa04927;hsa04934
MONDO:0008720,
MONDO:0008721,hsa00071;hsa00280;hsa01100;hsa01212;hsa03320;hsa04936
MONDO:0044330,
MONDO:0007387,
MONDO:0007389,
MONDO:0044326,hsa00900
MONDO:0044327,hsa04150;hsa04310;hsa04928;hsa05010;hsa05022;hsa05200;hsa05224;hsa05225;hsa05226
MONDO:0044328,
MONDO:0044329,
MONDO:0007380,
MONDO:0007381,hsa04974
MONDO:0044320,hsa00010;hsa00051;hsa00052;hsa00500;hsa00520;hsa00524;hsa01100;hsa01200;hsa01250;hsa04066;hsa04910;hsa04930;hsa04973;hsa05131;hsa05230
MONDO:0007375,
MONDO:0044321,
MONDO:0007374,
MONDO:0044322,
MONDO:0007377,
MONDO:0044323,
MONDO:0007376,hsa00562;hsa01100;hsa04070;hsa04145;hsa04810
MONDO:0044324,
MONDO:0044325,
MONDO:0007378,
MONDO:0044315,hsa04350
MONDO:0044316,
MONDO:0044317,
MONDO:0044318,hsa04115
MONDO:0044319,
MONDO:0044310,hsa03010;hsa05171
MONDO:0044311,hsa03010;hsa05171
MONDO:0044312,hsa00534;hsa01100
MONDO:0044313,hsa03022
MONDO:0044314,hsa04530
MONDO:0044304,
MONDO:0044305,
MONDO:0044306,
MONDO:0044308,
MONDO:0044309,hsa03010;hsa05171
MONDO:0018023,hsa05143;hsa05144
MONDO:0007395,hsa05202
MONDO:0007397,
MONDO:0044300,hsa01524;hsa03430;hsa05200;hsa05210
MONDO:0007399,hsa05205
MONDO:0044301,
MONDO:0044302,
MONDO:0044303,hsa04015;hsa04925;hsa05208
MONDO:0007390,hsa00232;hsa00830;hsa00980;hsa00982;hsa00983;hsa01100;hsa05204;hsa05417
MONDO:0007390,hsa00590;hsa00591;hsa00830;hsa00980;hsa00982;hsa01100;hsa04726;hsa05204;hsa05417
MONDO:0007390,hsa00130;hsa01100;hsa01240
MONDO:0007348,hsa02010;hsa04976;hsa05206;hsa05226
MONDO:0008678,hsa04974
MONDO:0008678,hsa04931;hsa04932
MONDO:0007349,hsa04217;hsa04621;hsa04625;hsa05130;hsa05131;hsa05132;hsa05133;hsa05135;hsa05164;hsa05171;hsa05417
MONDO:0008679,hsa04310
MONDO:0008679,hsa05205
MONDO:0008679,hsa04010;hsa04014;hsa04151;hsa05200;hsa05205;hsa05225
MONDO:0008679,hsa03440;hsa03460;hsa05200;hsa05212;hsa05224
MONDO:0008679,hsa05202
MONDO:0010997,hsa04010;hsa05010;hsa05012;hsa05022
MONDO:0010998,hsa00510;hsa00513;hsa01100
MONDO:0007340,hsa04928;hsa05202
MONDO:0008672,hsa01521;hsa04010;hsa04014
MONDO:0008673,hsa04340
MONDO:0008673,hsa04340
MONDO:0007342,
MONDO:0008670,hsa05202
MONDO:0008671,hsa04137;hsa04380;hsa04916;hsa05200;hsa05202;hsa05218
MONDO:0008676,
MONDO:0007343,hsa05202
MONDO:0008674,hsa04020;hsa04060;hsa04061;hsa04062;hsa04144;hsa04360;hsa04670;hsa04672;hsa04810;hsa05163;hsa05170;hsa05200
MONDO:0008675,
MONDO:0008667,hsa01522;hsa04068;hsa04110;hsa04115;hsa04151;hsa04152;hsa04218;hsa04310;hsa04340;hsa04371;hsa04390;hsa04510;hsa04530;hsa04630;hsa04917;hsa04919;hsa04921;hsa04933;hsa04934;hsa04936;hsa05160;hsa05162;hsa05163;hsa05165;hsa05166;hsa05167;hsa05169;hsa05200;hsa05203;hsa05205;hsa05206;hsa05207;hsa05210;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05222;hsa05223;hsa05224;hsa05225;hsa05226;hsa05416
MONDO:0008667,hsa04066;hsa04120;hsa05200;hsa05211
MONDO:0009998,hsa03013;hsa03015;hsa03040
MONDO:0009999,hsa04310
MONDO:0008668,hsa04151;hsa04510;hsa04512;hsa04610;hsa04611;hsa04613;hsa05165;hsa05171
MONDO:0009992,hsa00561;hsa00564;hsa01100;hsa04150;hsa04936
MONDO:0008662,
MONDO:0009993,
MONDO:0009990,
MONDO:0008660,hsa04010;hsa04014;hsa04015;hsa04020;hsa04151;hsa04810;hsa04928;hsa05200;hsa05218;hsa05224;hsa05226
MONDO:0007333,
MONDO:0009997,
MONDO:0009994,hsa04068;hsa04152;hsa04211;hsa04213;hsa04218;hsa04910;hsa04919;hsa04922;hsa04931;hsa04933;hsa04936;hsa05131;hsa05165;hsa05200;hsa05202;hsa05215
MONDO:0009994,hsa05202
MONDO:0009994,hsa05202
MONDO:0008663,hsa04974
MONDO:0007334,
MONDO:0008664,
MONDO:0010979,hsa04010;hsa04020;hsa04022;hsa04024;hsa04260;hsa04261;hsa04270;hsa04713;hsa04720;hsa04723;hsa04724;hsa04725;hsa04726;hsa04727;hsa04728;hsa04742;hsa04911;hsa04912;hsa04921;hsa04924;hsa04925;hsa04927;hsa04929;hsa04930;hsa04934;hsa04935;hsa05010;hsa05020;hsa05022;hsa05031;hsa05207;hsa05410;hsa05412;hsa05414
MONDO:0007369,hsa00860;hsa01100;hsa01240
MONDO:0010974,
MONDO:0010975,hsa04020;hsa04024;hsa04260;hsa04261;hsa04371;hsa04713;hsa04911;hsa04921;hsa04972;hsa05020;hsa05022;hsa05410;hsa05412;hsa05414;hsa05415
MONDO:0010976,
MONDO:0010976,hsa04915;hsa05150
MONDO:0010977,hsa04020;hsa04022;hsa04024;hsa04260;hsa04261;hsa04919;hsa04972;hsa05010;hsa05017;hsa05022;hsa05410;hsa05412;hsa05414;hsa05415
MONDO:0007362,
MONDO:0008695,
MONDO:0007361,hsa04610;hsa05133
MONDO:0008692,hsa04975
MONDO:0008693,hsa05205
MONDO:0007363,
MONDO:0007366,hsa04725
MONDO:0007365,hsa04725
MONDO:0010983,hsa04066;hsa04911;hsa04919;hsa04920;hsa04922;hsa04931;hsa04976;hsa05166;hsa05200;hsa05211;hsa05230;hsa05415
MONDO:0010984,
MONDO:0010984,
MONDO:0008689,
MONDO:0010985,
MONDO:0010986,
MONDO:0010987,
MONDO:0008684,hsa04721
MONDO:0008684,hsa04310;hsa04330;hsa05200;hsa05220
MONDO:0008684,
MONDO:0008684,
MONDO:0008684,hsa00310;hsa01100;hsa05202
MONDO:0007350,hsa04550;hsa04950
MONDO:0008681,hsa04550;hsa04950
MONDO:0008681,hsa05202
MONDO:0007352,
MONDO:0008682,hsa05202
MONDO:0007355,hsa04390;hsa04392
MONDO:0007354,hsa04550;hsa04950
MONDO:0008685,hsa04068;hsa04152;hsa04211;hsa04213;hsa04371;hsa04530;hsa04710;hsa04714;hsa04910;hsa04920;hsa04921;hsa04922;hsa04931;hsa04932;hsa04936;hsa05410
MONDO:0007356,hsa01524;hsa03430;hsa05200;hsa05210
MONDO:0007356,
MONDO:0010992,hsa04658;hsa05202;hsa05321
MONDO:0010995,hsa04142
MONDO:0044339,hsa04151;hsa04510;hsa04512;hsa04974;hsa05165
MONDO:0044339,hsa04974
MONDO:0044339,
MONDO:0044339,hsa04145;hsa04151;hsa04510;hsa04512;hsa05144;hsa05165
MONDO:0044339,
MONDO:0009901,
MONDO:0009902,hsa00860;hsa01100;hsa01240
MONDO:0009903,hsa00240;hsa01100;hsa01240
MONDO:0009904,
MONDO:0009968,hsa00190;hsa01100;hsa04145;hsa04150;hsa04721;hsa04966;hsa05110;hsa05120;hsa05165;hsa05323
MONDO:0007306,hsa04060;hsa04350;hsa04390
MONDO:0009965,
MONDO:0010958,hsa05205
MONDO:0009966,
MONDO:0010959,
MONDO:0007308,
MONDO:0010952,hsa04216;hsa04217;hsa04978
MONDO:0007307,hsa04514
MONDO:0010953,hsa03460
MONDO:0007309,
MONDO:0009960,hsa01521;hsa01523;hsa04060;hsa04061;hsa04066;hsa04068;hsa04151;hsa04218;hsa04620;hsa04621;hsa04623;hsa04625;hsa04630;hsa04640;hsa04657;hsa04659;hsa04668;hsa04672;hsa04931;hsa04932;hsa04933;hsa04936;hsa05010;hsa05020;hsa05022;hsa05130;hsa05132;hsa05133;hsa05134;hsa05135;hsa05142;hsa05143;hsa05144;hsa05146;hsa05152;hsa05161;hsa05162;hsa05163;hsa05164;hsa05166;hsa05167;hsa05168;hsa05169;hsa05171;hsa05200;hsa05202;hsa05321;hsa05323;hsa05332;hsa05410;hsa05417
MONDO:0009960,hsa04621;hsa04668;hsa05152;hsa05321
MONDO:0009964,
MONDO:0008633,hsa04217;hsa04621;hsa04625;hsa05130;hsa05131;hsa05132;hsa05133;hsa05135;hsa05164;hsa05171;hsa05417
MONDO:0008630,hsa04080;hsa04725;hsa05207
MONDO:0009962,
MONDO:0007301,hsa03040;hsa05322
MONDO:0010961,
MONDO:0010962,
MONDO:0010967,
MONDO:0010968,hsa00140;hsa00380;hsa00980;hsa04913;hsa05204;hsa05206;hsa05207;hsa05208
MONDO:0010968,
MONDO:0010968,hsa04010;hsa04014;hsa04015;hsa04066;hsa04151;hsa05323
MONDO:0010969,
MONDO:0009955,
MONDO:0010963,hsa04141
MONDO:0010964,hsa04151;hsa04510;hsa04512;hsa04974;hsa05165
MONDO:0010965,
MONDO:0009958,hsa04146
MONDO:0009958,hsa04146
MONDO:0010966,hsa05208
MONDO:0009959,hsa04146
MONDO:0009953,
MONDO:0009950,hsa00010;hsa00230;hsa00620;hsa01100;hsa01200;hsa01230;hsa01240;hsa04910;hsa04930;hsa04932;hsa04950
MONDO:0010970,
MONDO:0010973,
MONDO:0009989,
MONDO:0007326,
MONDO:0010935,hsa00970
MONDO:0010936,hsa04144;hsa04217;hsa05014;hsa05022
MONDO:0007329,
MONDO:0007329,hsa04915;hsa05150
MONDO:0010933,
MONDO:0010933,hsa04971;hsa05016
MONDO:0010933,hsa04918
MONDO:0010938,hsa04062;hsa04151;hsa04217;hsa04550;hsa04630;hsa04658;hsa04659;hsa05161;hsa05162;hsa05166;hsa05169;hsa05200;hsa05203;hsa05223;hsa05340
MONDO:0010939,hsa02010;hsa04976
MONDO:0008652,hsa05205;hsa05206
MONDO:0010940,
MONDO:0010940,hsa04020;hsa04022;hsa04024;hsa04080;hsa04261;hsa04923;hsa04924;hsa04970;hsa05207
MONDO:0010940,hsa00590;hsa01100;hsa04664;hsa04726;hsa04913;hsa05145
MONDO:0010940,hsa04144;hsa04145;hsa04218;hsa04514;hsa04612;hsa04650;hsa04940;hsa05163;hsa05165;hsa05166;hsa05167;hsa05168;hsa05169;hsa05170;hsa05203;hsa05320;hsa05330;hsa05332;hsa05416
MONDO:0010940,hsa00340;hsa01100
MONDO:0010940,hsa04060;hsa04630;hsa04657;hsa04658;hsa04664;hsa05200;hsa05310;hsa05321
MONDO:0010940,hsa04970
MONDO:0010940,hsa04060;hsa04061;hsa04062;hsa04657;hsa05310
MONDO:0010940,hsa01523;hsa04010;hsa04060;hsa04061;hsa04064;hsa04071;hsa04150;hsa04210;hsa04217;hsa04350;hsa04380;hsa04612;hsa04620;hsa04621;hsa04622;hsa04625;hsa04640;hsa04650;hsa04657;hsa04660;hsa04664;hsa04668;hsa04920;hsa04930;hsa04931;hsa04932;hsa04933;hsa04936;hsa04940;hsa05010;hsa05014;hsa05020;hsa05022;hsa05130;hsa05131;hsa05132;hsa05133;hsa05134;hsa05135;hsa05140;hsa05142;hsa05143;hsa05144;hsa05145;hsa05146;hsa05152;hsa05160;hsa05161;hsa05163;hsa05164;hsa05165;hsa05166;hsa05168;hsa05169;hsa05170;hsa05171;hsa05205;hsa05310;hsa05321;hsa05322;hsa05323;hsa05330;hsa05332;hsa05410;hsa05414;hsa05417;hsa05418
MONDO:0010940,hsa00565;hsa01100
MONDO:0008647,hsa04022;hsa04260;hsa04261;hsa04919;hsa05410;hsa05414;hsa05416
MONDO:0008647,hsa04022;hsa04260;hsa04261;hsa04919;hsa05410;hsa05414;hsa05416
MONDO:0008647,hsa04020;hsa04022;hsa04270;hsa04371;hsa04510;hsa04611;hsa04810;hsa04921;hsa04971
MONDO:0008647,hsa04144;hsa04510;hsa05020;hsa05100;hsa05205;hsa05418
MONDO:0007315,hsa04650
MONDO:0008648,hsa04015;hsa04022;hsa04024;hsa04062;hsa04071;hsa04261;hsa04360;hsa04371;hsa04540;hsa04611;hsa04670;hsa04713;hsa04723;hsa04724;hsa04725;hsa04726;hsa04727;hsa04728;hsa04730;hsa04914;hsa04915;hsa04916;hsa04921;hsa04923;hsa04924;hsa04926;hsa04928;hsa04934;hsa04935;hsa04971;hsa05012;hsa05030;hsa05032;hsa05034;hsa05133;hsa05142;hsa05145;hsa05163;hsa05170;hsa05200;hsa05207
MONDO:0010946,hsa04068;hsa04152;hsa04211;hsa04213;hsa04371;hsa04530;hsa04710;hsa04714;hsa04910;hsa04920;hsa04921;hsa04922;hsa04931;hsa04932;hsa04936;hsa05410
MONDO:0010947,hsa04610
MONDO:0010947,hsa01521;hsa04062;hsa04151;hsa04217;hsa04550;hsa04630;hsa04658;hsa04659;hsa04725;hsa04917;hsa04920;hsa04933;hsa04935;hsa05140;hsa05145;hsa05152;hsa05161;hsa05164;hsa05167;hsa05168;hsa05200;hsa05207;hsa05235;hsa05417
MONDO:0008646,hsa04261;hsa04725;hsa04971;hsa04972;hsa04974;hsa05110
MONDO:0009977,hsa04974
MONDO:0010948,
MONDO:0007319,
MONDO:0010943,hsa00330;hsa01100
MONDO:0009970,hsa04614;hsa04924;hsa05142;hsa05171;hsa05410;hsa05415
MONDO:0009970,hsa04072;hsa04080;hsa04261;hsa04270;hsa04614;hsa04924;hsa04925;hsa04927;hsa04931;hsa04933;hsa04934;hsa05200;hsa05410;hsa05414;hsa05415
MONDO:0009970,hsa04020;hsa04022;hsa04072;hsa04080;hsa04261;hsa04270;hsa04371;hsa04614;hsa04924;hsa04925;hsa04927;hsa04933;hsa04934;hsa05171;hsa05200;hsa05415
MONDO:0009970,hsa04614;hsa04924;hsa05415
MONDO:0007311,
MONDO:0010949,hsa04137;hsa04140;hsa04144;hsa04145;hsa05132;hsa05146;hsa05152
MONDO:0008644,
